chunk_id,session_id,sequence_num,trans_dt,source_id,cur_chunk,cur_chunk_start,cur_chunk_end,ground_truth_label,ground_truth_label_num,ground_truth_label_c,major_trans_timestamp,first_sent_to_second_state
1617,5,508,2024-04-29 12:34:01.013697,2," Yeah, and at this point, nothing that Dallas does offensively matters because you can't come back if the defense can't get a stop. And right now, run and pass, this balanced offensive attack of Green Bay, Dallas has had ",02:06:30.000615,02:06:45.000313,SPORTS_BROADCASTING,0,0,,
1618,5,509,2024-04-29 12:34:01.026710,2," no answer.

Nope. Here's Prescott, looking for Tony who gets it in the middle and slammed, it's caught by Pollard as he's got nine yards on that first down. And now there's an injured Packer on that play, it's McDuffie, the linebacker, and so they come to check ",02:06:45.000314,02:07:00.000217,SPORTS_BROADCASTING,0,0,,
1619,5,510,2024-04-29 12:34:01.036710,2," on him. And we will take a timeout. Isaiah McDuffie down. Hopefully, he's okay. Back to Arlington in a moment.

File 100% free with TurboTax ",02:07:00.000218,02:07:15.000190,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,02:07:13.000000,6
1620,5,511,2024-04-29 12:34:01.047710,2," Free Edition. Roughly 37% of taxpayers qualify. Form 1040 and limited credits only. See how at turbotax.com.

That's me.

Lunch?

Yes, please.

That'll be ",02:07:15.000191,02:07:30.000326,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1621,5,512,2024-04-29 12:34:01.057696,2," $23.

Your ads says it's free.

It is for our Economy Ultimate passengers who paid extra.

I'll just have water.

Okay, cash or card?

For water?

Well, at AT&T, when we offer you our best iPhone deals, we guarantee it, even on the new iPhone 15 Pro. Check it out. Made with titanium.

",02:07:30.000327,02:07:45.000505,COMMERCIAL,2,1,,
1622,5,513,2024-04-29 12:34:01.067699,2," We do have free movies with the purchase of headphones.

I'll just use my iPhone.

AT&T gives everyone our best deal on any iPhone with any popular plan. Guaranteed. Get iPhone 15 Pro on us.

Limu Emu ",02:07:45.000506,02:08:00.000529,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1623,5,514,2024-04-29 12:34:01.077730,2," and Doug.

Customize and save with Liberty Biberty. Liberty Bushumal. Libtreally Blubatoo. Mark that one. That was nice. I think you're supossed to stand over there.

Oh, am I? Thank you.

So, a couple more? ",02:08:00.000530,02:08:15.000747,COMMERCIAL,2,1,,
1624,5,515,2024-04-29 12:34:01.086727,2," We'll rip. We'll go quick. Libu Smeebo. Libu Bribu. LiMu Bibu and me.

He's an emu.

Only pay for what you need.

Liberty, Liberty, Liberty, Liberty.

This game ",02:08:15.000748,02:08:30.000218,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1625,5,516,2024-04-29 12:34:01.096281,2," is unpredictable. And unbelievable happens. So, if you bet, set limits. Never chase your losses. And only bet when you can afford to lose. Learn more at response.org.

",02:08:30.000219,02:08:45.000799,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1626,5,517,2024-04-29 12:34:01.106294,2," I hope you're ready to get dirty.

I'm the fish out of water.

The important thing especially for me is who I need to share all this with?

I'm John Walsh, host of ""America's ",02:08:45.000800,02:09:00.000504,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1627,5,518,2024-04-29 12:34:01.118281,2," Most Wanted.""

The man who started it all is back.

And this time, I'm bringing in my son, Callahan, to help.

""America's Most Wanted,"" premieres January 22nd on FOX.

The new comedy that hits all the right notes.

",02:09:00.000505,02:09:17.000729,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1628,5,519,2024-04-29 12:34:01.131386,2," I keep forgetting to check both sides.

""Grimsburg"" premieres February 18th on FOX.

Today's game on FOX is sponsored by Intuit TurboTax. Make your moves. We'll make them count.

Isaiah McDuffie will go ",02:09:17.000730,02:09:30.000411,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,02:09:22.000000,3
1629,5,520,2024-04-29 12:34:01.145277,2," to get checked out. He's been rotating, playing a lot today, kind of rotating in with De'Vondre Campbell. He's playing well and they hope that he is okay, but this Green Bay defense has really given the Cowboys fits for most of today. ",02:09:30.000412,02:09:45.000629,SPORTS_BROADCASTING,0,0,,
1630,5,521,2024-04-29 12:34:01.157291,2," And up by 24, 2nd and 1 in this 3rd quarter.

Here is Prescott, on a roll, fires up to CeeDee Lamb who have enough for a first down. When you think about how we started this game, Greg. We talked about ",02:09:45.000630,02:10:00.000111,SPORTS_BROADCASTING,0,0,,
1631,5,522,2024-04-29 12:34:01.167278,2," the Green Bay and Matt Lafleur saying, ""Hey, there is no pressure on us, you know, might as well go out and shoot our shot,"" and Aaron have been talking about all the pressure is on Dallas and those teams are kind of played like it.

Absolutely, and there is an element of nothing to lose and you don't know ",02:10:00.000112,02:10:15.000597,SPORTS_BROADCASTING,0,0,,
1632,5,523,2024-04-29 12:34:01.178327,2," what you don't know. They've got a young roster, very limited playoff experience, and right now, it doesn't matter.

Here's Prescott, looking for a man, has a man, open and it's caught by Michael Gallup. Rooms to run. Down at the 35. A big play ",02:10:15.000598,02:10:30.000462,SPORTS_BROADCASTING,0,0,,
1633,5,524,2024-04-29 12:34:01.189309,2," for Michael Gallup who's got his third catch today. That's good for 42.

Yeah, and it all starts with really good pocket, just a nice job there by the offensive line, giving a clean pocket. Gallup's able to come in behind, Brandin Cooks runs it deep clear in that ",02:10:30.000463,02:10:45.000325,SPORTS_BROADCASTING,0,0,,
1634,5,525,2024-04-29 12:34:01.198672,2," zone, opens up a nice little medium pocket there and that puts it on the money.

This time again, just can't find anyone, and now Cooks is underneath. This kind of sums up the game. Michael Gallup is their leading receiver here today and now an injured Packers, it's Jaire Alexander. ",02:10:45.000326,02:11:01.000583,SPORTS_BROADCASTING,0,0,,
1635,5,526,2024-04-29 12:34:01.209672,2," Oh, boy. Remember, he had the ankle issue coming in. He got hurt during the week, wasn't sure if he would play. He had the interception early and now, he's in a lot of pain. Injury timeout. Back after this.

",02:11:01.000584,02:11:17.000178,SPORTS_BROADCASTING-TO-COMMERCIAL,1,1,02:11:15.000000,999
1636,5,527,2024-04-29 12:34:01.218672,2," I've got home internet from T-Mobile
It only costs 50 bucks at T-Mobile
Just one cord to set up
say goodbye to that truck

Oh, what a beautiful ",02:11:17.000179,02:11:30.000437,COMMERCIAL,2,1,,
1637,5,528,2024-04-29 12:34:01.227672,2," morning
Oh, what a beautiful day
They won't raise your rate at T-Mobile
You'll get a great deal every day

Home internet from T-Mobile. Just 50 bucks a month.

",02:11:30.000438,02:11:46.000886,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1638,5,529,2024-04-29 12:34:01.241672,2," Do you ever feel like the only place you can find cars is in car commercials? Oh, this isn't a car commercial. This is an Autotrader commercial. And this is one of the millions of new and used cars that you can find on Auto trader. You can find cars like the ones on your favorite show. ",02:11:46.000887,02:12:00.000915,COMMERCIAL,2,1,,
1639,5,530,2024-04-29 12:34:01.251656,2," Oh, no. Or the car on this show. Get out of the water. I bet I can even find the cars in my feed. Sure can. You can even find the car in that movie on Autotrader. Hey, find your own car.

",02:12:00.000916,02:12:15.000888,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1640,5,531,2024-04-29 12:34:01.261673,2," Juliana, Big Mac, no pickles, extra special sauce. And Humana, Quarter Pounder with Cheese, extra pickles, no onions.

Thanks, Dad.

You got it.

Buy one favorite like a Big Mac and get another for just a buck. Right now ",02:12:15.000889,02:12:30.000051,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1641,5,532,2024-04-29 12:34:01.270672,2," at McDonald's.

Are we here to win? Or are we here to enjoy some crisp Barefoot Pinot Grigio? I'm sure wine and football can be complicated but enjoying them should be easy. Let's enjoy ourselves.

",02:12:30.000052,02:12:45.000907,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1642,5,533,2024-04-29 12:34:01.280679,2," You are such a good listener, Thomas. It makes me feel so special.

If you don't mind, if you could just...

This makes me feel really special too because, you know, Discover is giving me cashback on debit, not just credit.

Discoverer gives cashback on debit to everyone.

Everybody?

Introducing Discover Cashback Debit.

",02:12:45.000908,02:13:01.000479,COMMERCIAL-TO-ANOTHER COMMERCIAL,3,1,,
1643,5,534,2024-04-29 12:34:01.291678,2," The XFL and the United States Football League have announced plans to merge.

A move that ensure spring football is here to stay.

This is an iconic moment.

And exciting for fans all across the country.

Let's blow it out, baby.

This will bring ",02:13:01.000480,02:13:15.000207,COMMERCIAL,2,1,,
1644,5,535,2024-04-29 12:34:01.306786,2," together two of the best spring leagues we've ever seen.

It's a win for football and for fans.

The United Football League has arrived.

There's no doubt, spring just got stronger.

Here we go.

",02:13:15.000208,02:13:31.000891,COMMERCIAL-TO-SPORTS_BROADCASTING,4,1,02:13:30.000000,999
1645,5,536,2024-04-29 12:34:01.318768,2," Jaire Alexander has made a big impact in this game. Let's take a look at what happened here.

See, that left ankle came in with that ankle being kind of the 50/50 ",02:13:31.000892,02:13:45.000387,SPORTS_BROADCASTING,0,0,,
1646,5,537,2024-04-29 12:34:01.332782,2," question mark coming in. He retweets it.

Here's Pollard and he's got a first down. Well, look, this day the Packers have done so much right and the Cowboys have done a lot wrong. This one is the first here, right? Thirty-five, looked to be a gimme, they misconnect it, and then ",02:13:45.000388,02:14:00.000547,SPORTS_BROADCASTING,0,0,,
1647,5,538,2024-04-29 12:34:01.349774,2," Jaire Alexander's interception led to a touchdown. Then a drop from CeeDee Lamb and then a pick six, Darnell Savage, to the house and made it 27 to nothing at one point. Cowboys clawed back but then Green Bay answered right away. And so, ",02:14:00.000548,02:14:15.000676,SPORTS_BROADCASTING,0,0,,
1648,5,539,2024-04-29 12:34:01.368780,2," down by 24 are the Cowboys. He' going to hand it off to Dowdle who breaks the trap but couldn't run. And Rico Dowdle running hard.

Yeah, really nice run there. I mean, Keisean Nixon from his slot corner ",02:14:15.000677,02:14:30.000050,SPORTS_BROADCASTING,0,0,,
1649,5,540,2024-04-29 12:34:01.379798,2," spot. Now, look there at Jaire Alexander. Corey Ballantine, he's played in the games. You mentioned he's missed a lot of time. He's at the top. Jaire has been out a handful of games this year and Ballantine has always been his replacement.

Second and 1. ",02:14:30.000051,02:14:45.000377,SPORTS_BROADCASTING,0,0,,
1650,5,541,2024-04-29 12:34:01.389800,2," Prescott. Again, looking for somebody and throws incomplete. Dowdle was the closest. He wanted a flag for Quay Walker on coverage, he's not going to get it.

I feel like there's been a lot of times today where Dak Prescott's ",02:14:45.000378,02:15:00.000259,SPORTS_BROADCASTING,0,0,,
1651,5,542,2024-04-29 12:34:01.399415,2," first read has not been there.

Well, that's what we said. The key for Green Bay, their past strategy coming in. We saw it a few weeks ago, recall that game in Buffalo, they did a similar type strategy. Throw a lot of varying different zone concepts that look one way before the snap. ",02:15:00.000260,02:15:15.000523,SPORTS_BROADCASTING,0,0,,
1652,5,543,2024-04-29 12:34:01.410500,2," So, Zach has his pre-snap read and then the look changes once the ball is snapped and make him go through his progression, give time for that rush to get there.

",02:15:15.000524,02:15:30.000372,SPORTS_BROADCASTING,0,0,,
1653,5,544,2024-04-29 12:34:01.420405,2," Third and 1. It's Pollard, surging forward, and Pollard has the first down. And we get a penalty back behind the line of scrimmage. We're first down for the moment anyway. Actually, it wasn't a penalty, ",02:15:30.000373,02:15:45.000423,SPORTS_BROADCASTING,0,0,,
1654,5,545,2024-04-29 12:34:01.430396,2," it was a towel.

It was a yellow towel on the Packers. It looked like a flag.

Very similar, so no flag.

Yeah, it was Rashan Gary's towel.

First down. And Prescott back to pass, float into the end zone, looking for Pollard, and ",02:15:45.000424,02:16:00.000172,SPORTS_BROADCASTING,0,0,,
1655,5,546,2024-04-29 12:34:01.440389,2," he let them too far. Tony Pollard was open. Listen, you know, I understand the Packers colors are but can we mix in maybe a white towel?

Yeah, everyone else on the field, I think, has a white towel but you see it ",02:16:00.000173,02:16:15.000107,SPORTS_BROADCASTING,0,0,,
1656,5,547,2024-04-29 12:34:01.454390,2," right there. I don't blame you. That looks like a flag. No doubt.

Ronald Torbert being very kind, gives the towel back to Rashan Gary. So, after that miss, 2nd down and 10.

Yeah, you just can't miss those. ",02:16:15.000108,02:16:30.000713,SPORTS_BROADCASTING,0,0,,
1657,5,548,2024-04-29 12:34:01.464405,2," A little double move them by Pollard. He's got three steps on Quay Walker. There's gonna be a touchdown.

Preston Smith dropped, looks like a free play. Prescott, gonna fire into the end zone. It's incomplete but he had a freebie there. ",02:16:30.000714,02:16:45.000394,SPORTS_BROADCASTING,0,0,,
1658,5,549,2024-04-29 12:34:01.474405,2," It was Ballantine who made a beat on it but Preston Smith, looked like he jumped.

Offside. Defense number 91. Five yard penalty. It would be second down.

Yeah, a good look there at ",02:16:45.000395,02:17:00.000007,SPORTS_BROADCASTING,0,0,,
1659,5,550,2024-04-29 12:34:01.484395,2," Corey Ballantine, 35, again, filling in for Jaire Alexander. Clearly, Preston Smith is in the backfield. Dak knows he's got nothing to lose, free play, tries to fit it in there and now they'll just take the five yards.

",02:17:00.000008,02:17:20.000162,SPORTS_BROADCASTING,0,0,,
1660,5,551,2024-04-29 12:34:01.493931,2," From the eights. Prescott, rolling, gonna take it and run, going to jumping for the first down, and Savage knocks him out out of bounds and let's see ",02:17:20.000163,02:17:30.000162,SPORTS_BROADCASTING,0,0,,
